,Tweet,HS_Individual
8528,jujur era susilo bambang yudhoyono tentara nasional indonesia otoriter,1
8529,korupsi e kartu tanda duduk jaman susilo bambang yudhoyono tengku uniform resource locator,1
8531,lawan play station kalah lawan jokowi,1
8536,pergi mampus,1
8540,kalem kontol,1
8542,niat elegan puisi tampil norak amp dungu bangga budaya indonesia serang agama kampung uniform resource locator,1
8545,rokok bro gue rokok men ah banci rokok eh lihat banci rokok kali eh iya,1
8548,sih ahok kutil babi,1
8555,setan,1
8562,cewek cakap bego laku sih ahok cina bau tai makan bubur encer ahok paham komunis nista islam kristen,1
8564,tangkap ahok rakyat front bela islam indonesia hancur ulama,1
8565,lihat negara republik indonesia sepe i korea utara rezim jokowi blokir jokowi lengser jokowi,1
8572,kuasa orang tua anak kelas polisi republik indonesia berani proses demo mati polisi hina presiden adek ayem,1
8575,baca gue tau loud bani kopar kafir kocak goblok nalar bejat,1
8578,prabowo panik prabowo babi buta erang elite politik goblok mental maling,1
8583,gue baju 2019 ganti presiden a gaji mesti demo minggu minggu presiden enak bikin atur presiden tenaga kerja asing b putus hubung kerja anggur tenaga asing enak c ganti pres,1
8584,nasib indonesia derita pimpin jokowi,1
8588,matanajwadebatjaka a lucu banget ahok sambung kena sekak mat pe anyaan isu agama dasar cina tolol haha,1
8594,cacat cacat cacat sih,1
8598,woiii kampret geli gue lihat belaga orang songong penci jidat ha,1
8601,pilih anis sandi pilih sih nista agama pecah negara republik indonesia,1
8604,keluarga cebong kuadrat cewek jil sesat ls hoaks,1
8607,anjing hina rebut jabat k e b o h o a natural killer e b o h o a natural killer e b o h o a,1
8614,cebong dongok ya wkwk,1
8616,selamat indonesia ayo penjara ahok lengser jokowi,1
8618,curiga uang 1 enam triliun biaya kampanye pilih presiden budiono wakil presiden detik detik mugkin kelumit mantan presiden wakil kena hukum alias kebal hukum,1
8621,cebong amuk deh kolam butek,1
8629,cebong nge i,1
8632,sarkas bego sih,1
8633,cium jokowi tajam cari uang ups salah utang uang,1
8637,jokowi tai anjing,1
8641,kelompok hasil kapital gatot gue duga ketiban momentum bowo kelompok cikeas jokowi,1
8649,cewek gila sinting freak,1
8655,radio lihat ya bolot,1
8658,sarap nih orang,1
8661,alah sombong punuk onta,1
8662,gue enek urus orang tau dasar cewek alay,1
8665,pilih agus sylvi anak susilo bambang yudhoyono keluarga koruptor blusukan ahok jemaah coblos peci u2026,1
8667,muka monyet,1
8668,orang gila,1
8669,goblok rizieq tukang bikin onar wajar orang muak siang teriak takbir malam chat mesum munafik bikin orang bodoh kayak istri,1
8673,iya pakai kendara jablay,1
8676,wkwk gue bencong,1
8678,jokowi takut kalah 2019 takut kedok nya jual aset asing,1
8679,nama bule laku idiot bela sih malu ya anjing bayar sekolah mending comberan bayar maju jual biji kunyuk,1
8681,haha ujung ujung maaf culun ngopilaaaaaaah,1
8688,2019 boomerang mulut,1
8692,usaha cina reklamasi pulau batal jokowi lengser uniform resource locator,1
8695,rejim jokowi otoriter paksa banget pakai non tunai,1
8702,tunggu gera nya badan eksekutif mahasiswa ri henti calon jokowi presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,1
8703,bikin lini pakai bahasa onta sok pakai bahasa kafir,1
8717,ih bangsat,1
8718,gue ajar tanggap guru guru gue bego doniiii anak tk pintar kali anak tk anjing anjing suruh lolong time li,1
8729,hebat ya bilang munafik cermin,1
8731,lengser presiden lemah,1
8733,rezim otoriter jokowi pro partai komunis indonesia anti islam,1
8735,udik bfjgfdg nge i bocah,1
8737,jujur bacot apes gue sanggup kerja sempurna menteri ha bacot doang biangkerok ah apes,1
8754,ha mangkrak korupsi komisi jalan aman jaman susilo bambang yudhoyono,1
8757,megawati tugas ai santai bu marah marah 2019 ganti bu tenang 2019 ganti presiden,1
8760,jokowi tes dna tes dna bukti nya turun partai komunis indonesia,1
8765,jokowi mundur kursi presiden,1
8772,janji indah rakyat terenyuh sayang janji fakta bohong ri pimpin tipu rakyat 2019 ganti presiden,1
8776,ah cebong,1
8779,1 periode blangsak 2019 ganti presiden 2019 presiden,1
8780,onta sekar,1
8782,turun perhati perintah rakyat akibat anggur tenaga kerja asing masuk rugi rakyat tolong insfrastruktur urus butuh bahan pokok,1
8785,maaf dewan hormat sadar suka serang pribadi presiden sumpah tepuk jidat ya hati,1
8786,ahok kafir umat islam anti ahok ahok kafir ahok cina suka makan babi bir,1
8789,mundur pilih presiden 2019 dagang kampung padang pariaman jaman jokowi nih ekonomi payah 1,1
8790,jokowi sadar turun jabat lengser rakyat malu front bela islam mati,1
8799,sahabat kayak tai,1
8801,nih manusia idiot bicara lantur pikir ajar dasar goblok sok pintar,1
8803,eh perek gue hiatus tai,1
8806,fokus lari hutang coba cek anggar belanja negara alokasi menteri menteri uang debat kena hutang anonim,1
8808,mata low picek t lt,1
8810,kentut wi jokowi dusta bohong utang diktator otoriter kampung,1
8818,salah rakyat sepenuh proksi asing asing kuasa jaka a negara salah presiden gelap mata ambisi politik proksi asing asing kuasa kecewa susilo bambang yudhoyono,1
8819,direktur riset median o jokowi duduk posisi mayoritas warga pimpin indonesia pinjam toa 2019 ganti presiden mutlak,1
8824,dukung prabowo surat pemberitahuan arb sda orang orang bejat tabiat kasar masuk orang,1
8827,presiden kampret haha,1
8828,bicara sarap ketawa ketawa obat habis,1
8829,seungmin idiot,1
8832,kafir suka bilang kopar kafir,1
8842,polisi adil tegak hukum dukung rakyat jokowi bikin rakyat resah lengser,1
8848,setan,1
8850,bilang mencla mencle bos nya uniform resource locator,1
8852,cebong akurrr,1
8855,buka busuk kubu anies sandi menang berkah uniform resource locator,1
8856,lupa laku prabowo era soekarno lari uniform resource locator,1
8862,prabowo lolos jerat hukum anggota tim mawar jatuh hukum pidana penjara dkp,1
8865,congor sesuai isi hati silaturahmi alumni 212 tuju umur haha umur kuasa munafik,1
8867,turun jokowi ayo mahasiswa nongkrong televisi tonton acara alay leluhur panggil,1
8869,bukti ahok jokowi presiden dukung kembang adon politic id politic id,1
8873,sih teman gue rebut babi,1
8876,calon presiden jokowi pasang susilo bambang yudhoyono gue pilih jokowi tamat puncak 2019,1
8883,tolak kader partai adil sejahtera ya bro bacot nyinyir santai bro broken hea bera i broken hope tunggu 2019 ganti presiden patah hati massal bareng cebong kolam,1
8885,turun jokowi jokowi kader partai komunis indonesia selubung boneka sekretariat jenderal partai komunis cina wacana aneh bahaya daulat negara rezim,1
8887,cerdas negara hancur bukti susilo bambang yudhoyono peduli nasib bangsa,1
8894,wkkkk tampar jokowi antek bodoh,1
8897,satria udik,1
8907,narkoba bahaya ilusi suci ahok sang nista,1
8909,serius rezim anti islam suka jokowi ajak umat islam benci jokowi uniform resource locator,1
8913,he banget,1
8918,leluhur ratna sarumpaet prabowo gera hidup,1
8920,pura pura tolol dungu pe pilih presiden junjung mu butuh suara salam indonesia raya,1
8923,cocot,1
8925,gue rela sih tua renta bokong alias barzagli pensiun,1
8929,hidup the jack hidup bobotoh rezim jokowi musnah 2019,1
8931,citra tonjol rezim diktator jokowi bela media bangun opini,1
8939,periksa bohong,1
8942,tua sadar nafsu jabat 4 diam ban serep peran ulama kriminalisasi diam polisi tebang pilih diam ekonomi hancur diam tenaga kerja asing cina serbu ri diam uniform resource locator,1
8943,cupu ih,1
8948,iya suka suka bangsat,1
8949,oh dasar bajing,1
8954,mampus kunyuk,1
8960,follow sompret,1
8964,mulut umbar kerja negeri muas,1
8978,main twitter mulu goblok,1
8987,video ahok hina agama kristen agama konyol ahok pecah belah bangsa,1
8988,dasar gila,1
8989,cebong pakai seragam biar eh lihat dungu,1
9000,mari rapat baris target nya lengser jokowi isu partai komunis indonesia bela kafir pria non pria,1
9001,kejam jejak digital politikus narkoba uniform resource locator,1
9005,bangsat ya,1
9011,makan bacot pikir pakai otak hati akal pikir duit keluarga hasil tabung be ahun2 nyata keluarga tipu abu tours goblok tolol pilih,1
9012,h h h pikir orang bego cetak inflasi negara anak buah kanjeng mas,1
9013,wkwk sih bego ngamuk ngamuk anies ya anies bikin dolar 14500 bikin harga bmm listrik sembako pajak bikin hutang ri gunung tenaga kerja asing cina bikin ekonomi lorot anies bikin umat islam,1
9014,rezim anti islam uniform resource locator,1
9017,manusia anjing mati mati rela mu adz babi ahok kafir uniform resource locator,1
9021,tolol jongos nista agama ahok nyalon haha dukung intoleransi sih ahok cari umat muslim,1
9025,percaya susah presiden percaya fatwa nabi palsu,1
9028,haha te ipu onta arab,1
9029,susilo bambang yudhoyono 10 gila,1
9034,kerja orang kentir jabat lihat jaga aman mantan presiden bingung nyata rakyat sengsara,1
9036,djarot pikir rakyat pribumi babu cina cina songong jongkok,1
9038,kasar bacot anjing,1
9039,kasar hadap sih berengsek berisik hadap kerja ilmu biar dungu sepe i sih onta busuk posisi bagus bagus be ingkah busuk sampah gurun sepe i,1
9042,isu 5000 pucuk senjata saran pecat tito,1
9044,bicara sepe i ya gelar nista agama laku frame jokowi bebas halal catet,1
9049,baju habibie prabowo presiden dalang rusuh 98 banget dalang rusuh sara,1
9052,cocot,1
9062,susilo bambang yudhoyono sayang rakyat gabung bang kubu prabowo cape rezim,1
9063,musibah berkah daerah khusus ibukota pimpin kocak kuadrat ky teriak teriak pribumi anti asing ujung asing asing puja diam kaveling surga dukung e,1
9064,nada asing koplo bela sih nista agama durjana suruh orang aji,1
9067,lunatsarsky pikir komunis kenal singkirkan cinta peluk benci ajar benci kuasa dunia,1
9071,setan,1
9073,nalar goblok lulus sih koreksi bijak perintah omong deh akun ajar omong akun sontoloyo,1
9077,lamun jokowi presiden angelus eta bandara paham tau tolol pelihara,1
9078,wakil gubernur 1 tingkah laku pakai kayak anak orang jabat perintah stres kali nih orang,1
9081,bikin reklamasi kunjung duit cukong junjung setop eh bilang sipit songong,1
9082,mbak sylviana please sehat debat final pilih kepala daerah jakarta juang selesai,1
9084,spirit mata bibir tipis kayak silit bacot jual kerja becus daerah khusus ibukota amburadul keparat,1
9085,caci maki 7 juta 10 juta lengser jokowi coba salah jokowi,1
9087,twitter dukung hak hak lgbt kaca kaca congor harap jaga,1
9088,sinting banget nih orang uniform resource locator,1
9089,haha anggota dewan wakil rakyat palsu kasihan laku bubar komisi berantas korupsi status wtp ayo pilih palsu,1
9093,saking mundur orang kayak jokowi presiden mundur nyata betapa orang bodoh negeri,1
9094,budek,1
9098,cewek pakai kerudung ya kali konferensi pers citra islami kali haha,1
9104,babi anjing mampus kalah jatuh miskin deh bekas sah,1
9110,sedih kepala polisi republik indonesia sih takut banget dahhh duduk,1
9118,bajing presiden,1
9119,kecewa on silvy malu fitnah ahok panas sekak mat debat final pilih kepala daerah jakarta,1
9121,salah pilih sial salah lucu sial lucu 2019 ganti presiden 2019 ganti presiden prabowo for presiden 2019 prabowo for presiden 2019 prabowo for presiden 2019 2019 ganti presiden 2019 ganti presiden,1
9124,kelumit lemah binasa komisi berantas korupsi hasil imbas lengser jokowi ganti pimpin pro korupsi,1
9127,wow jilat hina habib syafaat bonggg cucu baginda nabi hina hina,1
9137,cebong bang akut komentar nomor wahid literasi valid dungu,1
9138,tidur kampang,1
9141,banci banget anjing mantan,1
9146,haha goblok kecebong tertawa ketawa rekening bego,1
9148,usaha lengser jokowi tangkap makar polisi takut ya,1
9151,stigma babi milik tuhan sih ahok kafir,1
9156,sadar rezim neo komunis bangkit,1
9161,jiah media sosial lantang lae kasih debat culun plonga plongo,1
9164,dasar sarap,1
9165,alhamdulillah gera sp i mas oknum oknum jahat tunggu moga golput lengser jokowi,1
9170,solusi haha dana haji ambil infrastruktur duit badan selenggara jamin sosial buruh ambil rakyat peras solusi goblok jilat tolol,1
9173,sih mae mental perang nya keren teel minggat nyungsep layan gue cebong tetes wkwk modar dadak,1
9181,nasib ulama indonesia sedih surat pemberitahuan rohingya kritik makar masuk sel rezim jahat anti islam diktator,1
9182,sok tau tai cicak,1
9186,anjir cebong dungu belaga keren sok nasehat,1
9189,bicara joko beras impo uniform resource locator,1
9199,nyata khianat bangsa 2019 ganti presiden,1
9203,alah drama banget bangsat,1
9204,wajar ip puji jokowi gubernur presiden gue kader partai adil sejahtera paksa puji jokowi ayo gabung 2019 ganti presiden,1
9206,indonesia republik berisik presiden lengser jokowi,1
9211,x sangka bodoh pikir orang wanita islam jijik oke,1
9212,program modal bacot doang,1
9213,selamat ya kampret merah iya kampret,1
9218,nak lihat istana seberang doa ayah rakyat nak moga pimpin tinggal pulang kampung halaman tinggal 2019 ganti presiden,1
9221,haha tangkap tangkap ya jokowi uniform resource locator,1
9223,sombong jomlo menang gue dasar manusia homo,1
9230,demo jilid jilid polisi periksa sih busuk,1
9243,mampus salah,1
9253,cebong kayak dongok abadi nasiiib nasib,1
9254,warga pribumi asli nyata tenaga ilegal tenaga kerja asing rambah pelosok nusantara masuk ntb waspada waspada gergaji 2019 ganti presiden uniform resource locator,1
9262,lengser jokowi dodo aman tentram negeri,1
9263,keren bang ulas mantap juang bela rakyat lemah nan lengser jokowi,1
9264,sih kutil babi leceh pribumi umat islam iklan ahok jahat,1
9272,ajar pakai hati lihat hati nalar mati,1
9273,otak ya pakai mbak tolol,1
9274,cebong otak buntu juta rakyat indonesia bingung cari ganti jokowi,1
9275,expect lepas tangan kerja lecturer ape lancau sial cina nih,1
9281,ahok korban gubernur senyum penuh menang bau busuk anyir simbah nanah luka sara cenderung cuci tangan,1
9286,bacot kampang,1
9290,suciwati munir percaya jokowi bicara doang uniform resource locator uniform resource locator,1
9291,rakyat peluk mundur jokowi,1
9293,iya bencong idiot surat pemberitahuan pakai foto asli,1
9296,pipis onta lihat wajah,1
9299,iya camil tai onta sih,1
9301,prabowo berantas tindas muslim lihat banget adil pimpin bilang berantas tindas agama,1
9309,pilih kepala daerah daerah khusus ibukota 2017 dengung agama pilih presiden dengung ganti presiden takjil label ganti presiden dasar munafik,1
9313,2019 ganti presiden pilih kepala daerah daerah khusus ibukota 2017 singkir ahok insya allah 2019 ganti presiden,1
9314,presiden impor banget wajib 2019 ganti presiden,1
9315,rakyat lauk puluh ribu pakai telur paruh puluh ribu puluh ribu bajing gendut tai hidup berkah 2019 ganti presiden,1
9319,bodoh pancasila undang undang dasar 45 tap majelis musyawarat rakyat no 25 final partai komunis indonesia larang kecebong rayu rayu presiden atur perintah ganti undang undang,1
9327,tai sih nih orang,1
9336,geblek tanda ya wkwk,1
9338,ya gue balas sakit jiwa ettt laki banci uniform resource locator,1
9344,kangen gue edan,1
9346,babi iya sih ahok kayak babi,1
9347,film tayang spoiler bacot anjing,1
9349,lengser jokowi main hukum,1
9350,iya klarifikasi deny hantam dasar kutuk,1
9351,tolak reklamasi mari tuntut batal reklamasi via uniform resource locator,1
9355,bani bahlul kumpul bodoh,1
9365,2019 ganti presiden insyaallah tuan guru bajang zainul majdi 2019 tuan guru bajang pimpin umat tuan guru bajang indonesia 2019 tuan guru bajang,1
9369,aparat keparat,1
9377,eh tai bangsat omong kayak iwan bopeng potong leher tentara nasional indonesia bangsat iwan bopeng tentara nasional indonesia tai,1
9379,hebat ya jokowi idola menteri muda malaysia kampret amp onta cibir prestasi presiden,1
9380,indonesia lawyers club islam sok debat ai dukung nista agama nurani 2019 ganti presiden,1
9386,berisik makan autis,1
9390,heran lihat pintar bani onta lihat b go nya,1
9396,indonesia bangun hambalang teror reklamasi cina meika a lancar aman,1
9397,bicara ahok imajinasi tinggal tunggu lantik gubernur baur sara anies sandiaga uno oktober 2017,1
9401,jokowi takut kalah 2019 promo kumpul tipu andal wakwawww,1
9416,monyet ahok tutup bukti langgar anies tutup alexis izin t,1
9421,adik maling kerja maling mati maling anak haram kontol,1
9424,anjing gatel sok jual mahal banget asuuuuuuuuuuuuu,1
9426,haha pikir pintar berak sekebun tertawa sok iya banget goblok makan tai ahok pakai ngeles dasar cebong kafir intoleran sara munafik goblok haha,1
9428,aneh dungu pelihara,1
9433,presiden muka doang sok rakyat sok asyik motor batang bijak cekik rakyat miskin kaum buruh 2019 ganti presiden semangaattt,1
