,Tweet,Abusive
5813,alaaa bodoh asing nih,1
5819,peduli oceh laki laki be emu laki laki oi luas sekian mahasiswa alan bodoh gue dengar gue pakai headset peduli langkah kaki,1
5827,lihat salah dukung mafia koruptor nista agama gerombol banci titot laku bidik arah,1
5828,cebong mangap kolam butek,1
5829,stw bal erma suka kontol uniform resource locator,1
5837,entot adik mas ah ah mas enjot memek adik,1
5838,orang bajing pants p hankn,1
5842,syetannn suka dengar suara azan suka lihat orang hijab setan turun iblis innalillah miris,1
5846,mampus,1
5854,cabe cabe nya bahan bakar minyak facebook politik tau tau nya berita berita sampah citra,1
5856,ahok penjara kutip kalimat kitab fiksi aneh bela agama ahli surga serentak bela sih dungu kitab suci fiksi,1
5857,sok ganteng banget sih bencong,1
5865,bangsa cebong goblok tuju,1
5866,teman kerja kang daniel berengsek teman sekolah jongin berengsek 2 nada teman gue seok jin berengsek 3 inti teman gue berengsek,1
5869,bejat,1
5870,kontol sange ngaceng,1
5871,beta sepak dasar yahudi,1
5875,ajak ngewe direct message gue amatir anjir haha gange i,1
5877,malu malu anak medan ruhut kuiz ya koar suka bawa bawa ras hina foto politikus berengsek bakar makassar,1
5878,joget raffi ahmad ayu ting ting bilang norak kampung nagita slavina kronologi uniform resource locator,1
5880,kalah mampus,1
5883,gue benci orang gue informasi banget tanggal tik acara jam bangsat tolol,1
5884,dasar bolot uniform resource locator,1
5885,proses sidang ahok waspada ulama ulama kubu ahok ulama ulama munafik sesat sesat,1
5888,ustaz bajing,1
5889,delapan sembilan cupu,1
5890,ai sinting indonesia uniform resource locator,1
5895,takut mati nyata lihat teroris pimpin takut mati suruh mati bom bunuh goblok nal bangsat takut mati,1
5897,bahan bakar minyak listrik telur percaya rezim kocak,1
5898,cebong bicara spe i ilmu wawas orang bodoh mudah bodoh i caci maki bicara lindur ilmu,1
5900,bantah mata dongok banget tong bicara gasal mulu tolol,1
5901,selera musik modern playlist lagu takut bilang anak indie idiot warganet ngapain insecure musik jadul sampah mending bilang anak indie idiot anak jadul idiot,1
5903,umat anies sandi makna otak dobol,1
5905,surat perintah henti sidi bilang salah cebong kayak nge i surat perintah henti sidi ya goblok,1
5912,2 bo ol bottom be iya sempit kontol gue kena tai mantappppppppp uniform resource locator,1
5915,si babi cina biadab laku kaum pribumi surat pemberitahuan baris serba nu nusantara dukung timpang biadab,1
5916,lemas congor mas pakai rok,1
5917,bacot nih pecun uniform resource locator,1
5919,silah gabung koalisi zon hak koar koar jual congor gue peduli,1
5920,2 akun pir akun it cerita pendek berengsek kemarin pas baca 7 cerita baca publikasi,1
5928,njul nek gonku koyo nama cocot bocor njul,1
5933,rezim dablek utang pakai dana haji lengser jokowi,1
5935,matanajwadebatjaka a urus bacot anis nya juara makan bacot jaka a haha pasang calon aneh gede bacot doang,1
5937,nyinyir cuci ahok teriak kafir,1
5938,gue jijik lihat wakil rakyat dewan wakil rakyat sih fadil apes efek baca berita mantan koruptor calon anggota legislatif gembel korupsi tiada,1
5942,masuk setan,1
5945,selamat setan,1
5946,cebong kayak dongok abadi gampang kibul,1
5948,kampret revisi haha uniform resource locator,1
5953,muka kayak tolong anjir,1
5954,anjir,1
5955,bikin gue manusia homo ros v chanyeol nih wkwk,1
5961,haha kafir plonga plongo nih muka banci salon uniform resource locator,1
5962,cebong tetas 7 rr,1
5967,cair ya anjing syiah kenyang makan uang rezim partai komunis indonesia dasar syiah haram jadah anjing,1
5970,aduh dek jackson teman berengsek ya uniform resource locator,1
5981,biar laden banci,1
5982,tolol hakiki tampil cebong iq ratus kalah solot tolol obat,1
5985,nih orang memek perek senang gue bilang emak perek ketemu ayo,1
5989,2 alternatif kayak ya dungu kayak cebong,1
5998,tenggelam bocah kepala koreng maha sombong langit menang keparat cepat,1
6000,kuasa milik kontrol aparat alat keparat cebong dungu,1
6003,bangkai,1
6004,sarap sakit jiwa manja kangen cemburu koding perhati my 1 fan b,1
6008,bajing sopir maaf driver driver sifat universal kasihan kerja kena ganti bangsat,1
6010,budek anjir uniform resource locator,1
6015,najis zu aman satpam gidaf biar masuk,1
6016,berisik duo manusia homo,1
6019,budek congean,1
6025,bani cebong bani serbet mas ajak ribut,1
6027,maju sih jilat kotor ahok guntur romli tuding asma dewi kait anies sandi uniform resource locator,1
6031,paksa rakyat pikir teroris pesan politis undang undang rakyat keparat gaji,1
6032,memek becek,1
6033,jiahahahhh sih bencong idiot galau keper nih sebar berita fitnah maklum sih gue bencong turun gerwani surat pemberitahuan cong fitnah makan surat pemberitahuan kerja suka mangkal emper hihi,1
6036,haha langsung ya beliau pinokio pilih presiden iya bera i cebong dungu,1
6040,cebong cd kon,1
6043,tiada bicara kunyuk kuota iya,1
6045,calon presiden 2019 trump dangkal bodoh jokowi sinting presiden korupsi hilang negara,1
6046,sombong bacot awak rupe monyet awak cakap pakai akal sikit orang singgung anjing,1
6048,bacot min sinyal busuk pakai,1
6050,iya ya monyet anjing gue gampar kesal astagfirullah azim bicara kasar maaf kali ngentot uniform resource locator,1
6051,idiot sih,1
6052,matanajwadebatjaka a sih cina babi ahok banget sok pintar banget ahok,1
6053,debat final pilih kepala daerah jakarta mampuuuusssssss empok silvy,1
6055,bacot doang gue berani laku,1
6057,sipit bank rakyat indonesia,1
6058,beda rejim mukidi plonga plongo,1
6061,masuk otak bong dungu permanen,1
6070,modar kasih cuping mulu deandra,1
6074,berengsek nih handphone cas sore penuh penuh baterai nya,1
6075,,1
6078,fantom all role dongok dog fighting nbut i will take phantom other tahan fishbed 15 menit be empur,1
6082,selebriti laku kayak tai suka orang teman tipe panjat sosial tunggang foto bareng obrol bareng sambung beda fan ya panjat sosial suka tunggang arus pikir,1
6086,roslan sari mu kafir menyokong ton mamak lalak ct kasim pru 14 request lesen lgbt terang bahalol tolak allah,1
6090,haha mata picek a,1
6091,marwah kampus rejim biadab nyungsep amin,1
6092,asing bajing surat pemberitahuan ahok bese a kroni nya anti,1
6094,islam hina layak menteri agama gera fajar nusantara layak masyarakat,1
6095,situ tanda dungu urus usaha pribadi becus urus negara by the way pajak bayar wkwk kampret dongok,1
6103,hajar bela nomor koruptor cuihhhhhh uniform resource locator,1
6116,cebong juara lari nyata pintar akal sehat,1
6118,bangsat bangsat tai bego tolol setan alas ndasmu babi anjing monyet bodoh cebong kodok katak mari hilang kosa otak sepakat,1
6120,pakai kontol copot,1
6122,mandi sih pagi kesal jablay,1
6123,jancuk momen buka instagram sengaja lihat cerita laki laki cantik and lihat bahagia banget huewwwww,1
6126,perang ayo 1 by 1 ayo sampah gara gara orang orang kayak indonesia puruk otak otot hayo,1
6127,cocot,1
6128,legislatif jancuk,1
6129,bacot orang kota miskin,1
6132,sumpah weh be enggek kat counter pickup makan nak sial masuk dapur tengok dog makan bodoh,1
6133,please ya gue dasar gange i af ya gue idiot kayak ya kayak kayak kayak uniform resource locator,1
6136,berisik ya habis berisik berisik bacot tolol anjing manusia tau,1
6140,yaelah nama orang sakit mental otak pindah silit wajar denial,1
6144,politis tai babi pagi pagi koar butuh negara republik indonesia jilat bangsa kutu loncat,1
6146,bani cebong pura pura bayar dasar cebong sodor tulang cepat uang wkwk,1
6155,bani kampret hewan kotor kecebong hewan habitat sawah,1
6156,kunyuk nih pasu tukang bubur kacang ijo akun nya bokep melulu uniform resource locator,1
6157,orang natural killer deactivate drama countdown bajing,1
6158,prestasi ahok mafia koruptor nista agama hasil tenggelam jakarta congor cebong,1
6160,minggat gue line cebong barbar isi,1
6167,2 nomer indosat pulsa barusan tau pulsa rupiah 0 pakai bangkai,1
6170,poltak manusia watak babi jaman gencar bela cocotnya monyong bicara sanjung sanjung bak dewa poltak babi bahan bakar minyak bahan pokok tenaga kerja indonesia pancung cocotmu,1
6176,manusia tanah campur tai kucing,1
6178,ancam bom mata sipit lucu lucu ya lucu lucu,1
6182,virus tingkat dewa pakai antivirus sarap habis,1
6183,jokowi jakarta lawan hambalang kisah sinetron cebong kampret prediksi inggris juara 2018,1
6184,olahraga nama ekstrem bungee jumping banci jumping iya iya banci trail banci jumping,1
6187,allah subhanahu wa taala dungu biadab layan lukman sembah sembah marah ancam azab,1
6188,maklum kaum onta bodoh indonesia otak dengkul,1
6189,ava kemi najis banget tai,1
6196,ya nama calon wakil gubernur goblok nge i atur debat lihat bego licik sandiaga uno,1
6197,kaca idiot idiot panggil idiot,1
6199,kritis tangkap negara sinting,1
6202,gue bilang babi ahok kafir gue gerombol babi ahok anjing anjing bangsat bangsatin,1
6206,tolol bangsat,1
6208,jajah cina jajah arab atur jual negara as biar bacot langsung tebas sok suci munafik orang koar koar dank,1
6209,jejak digital dungu,1
6211,bangsat acc habis lock tai,1
6218,wa awan kosakata gembel,1
6222,tertawa anjir,1
6223,twitter cewek cewek bo kualitas foto nyata beda harga mahal service bagus bagus nini gue bilang alam bo puluh kali puluh perek hasil muas sesal boviat twitter,1
6224,selamat tuju ngewe halal bro,1
6227,kayak monyet lis v pulang oi pulang,1
6228,kampanye racist bicara nya ahok untung goblok kafir untung perkosa bunuh enak duit,1
6234,haha bawa asa bang cebong juang bawa asa,1
6236,eh lgbt uh bilang gue ganteng maaf gue normal suka cewek beda suka laki,1
6240,amit amit mulut congor satwa nama anjing sih,1
6241,nyata rekayasa kacung asing rekan maluuuuu 2019 ganti presiden,1
6244,human resources departement nya bayiiiik huh lupa sih dasar gembrot uniform resource locator,1
6250,kapal karam monyet kasihan patah hati,1
6255,ajeng paham sih babi ahok bicara santun bangsat tai anjing setan intonasi familiar tuntun,1
6256,goblok banget lek mempe ahankan jokowi utang sing go bangun pirang persen podo melek data picek,1
6257,lengket sepe i permen karet tempel pantat guru,1
6258,kayak komunis harga jasad manusia cebong komunis,1
6261,fakta prabowo cebong prabowo ketua ai dil tugas ai prabowo orang militer dil tukang kayu prabowo gagah tampan dil tega tulis prabowo pandai bahasa inggris jerman dil anu,1
6264,kampret salah ketik nya email kantor gue etik serpong nyata pas kirim r nya,1
6266,he poop onta songong ya,1
6269,salah jalur hukum untung tai manusia bicara coba bicara tai tuntut nba,1
6273,kontol kirim,1
6274,anjing ayam kampus ya,1
6277,kayak tai mencret anjir,1
6278,jakarta 58 kecoak 212 kacung asing ya,1
6279,contoh demokrat sepa ai besan pidana partai demokrasi indonesia juang isi bajing,1
6280,cebong kafir munafik alay goblok haha,1
6283,sumpah gue ngaceng habis lihat video ngentot isap kontol gagah edan lihat bot nya,1
6285,bbb for bangsat,1
6287,kader sih ai bejat nama malu,1
6288,cebong emosi,1
6290,maki akun akun bilang cari umur no om om enak om om bego,1
6294,2019 ganti presiden ganti mental kacung mw ganti presiden kacung kacung kacung mw pimpin kacung,1
6295,rizieq tau pantat tau pancasila gara gara pantat kabur pulang pulang,1
6297,allah subhanahu wa taala bohong dungu biadab penuh janji allah janji a rampas 48 20,1
6300,bikin pe anyaan frame cebong banget,1
6301,masak eh ajak ngentot sial uniform resource locator,1
6302,kejar setor cina djarot lengser rezim jongos cina bahaya bangsa negara hukum undang undang konstitusi labrak,1
6305,udik gay,1
6307,oi tai join tag closed agency basic,1
6308,agus provokasi rakyat tuhan anggap setan ai amin periksa jiwa,1
6311,cina benalu negara republik indonesia,1
6314,anjir,1
6315,kecoa komplain bahasa cina bahasa inggris kecoa takut orang bule kecut doang x8,1
6318,tai gue banget amp kejar kejar gue eh pas gue sayang nyaman cuek amp pergi,1
6320,isi lini danilla anjing,1
6323,open follow for rupiah follow nih rupiah sok cantik pacar kayak tai uniform resource locator,1
6326,otak cebong 1 susah iya baliho jokowi kampanye sembako pakai anggar belanja negara waras,1
6327,bacot,1
6329,ngewe ngewe hadiah,1
6331,dungu budak islam tiada tuhan merintahkan salat allah subhanahu wa taala biadab,1
6333,pengaruh sih wilayah naik kelas kacrut kemarin rugi konsumen,1
6343,kerja anak gue senyum anak menang bilang papa pah cici kayak vampir taring bangsat terima kasih deee gue sedot ubun ubun,1
6346,mampus ucup direct message mas raka,1
6348,haha gue maki agama islam ayo haha debat model idih level debat gara gara salah tangkap kalimat bikin malu malu cebong islam agama hina hina haha sungguh kaum cebong kakak,1
6349,ireng kafir anjing,1
6351,sih dungu bin dungu dungu ira operasi inteligen bikin anarkisme ribu massa libat anggota intel mutu orang modal mulut njeplak,1
6352,dasar duo homo sarap aduh pusing pala bebi,1
6353,kafir jokowi licik picik culas uniform resource locator,1
6356,jimin ganteng banget bangkai,1
6359,malu dah nih gue pikir jokowi pikir cebong kampret hidup gue tetangga cuek orang jarang sapa mentwit doang tau negara aduh anjing,1
6360,iya pintar malas sih laden orang bodoh kayak situ haha tau haha fan juventus nge i tim fan apaaaaa,1
6362,ribu sperma rebut tetas kampret buah salah alam,1
6363,dongok bego,1
6366,bacot x sih asing ki,1
6369,hg give up pakai seluar haaaa kain batik malam niii panas gila woi,1
6375,twitnya makan ringan gue cape gue urus banci,1
6377,ejek monyet cari bola sepak uniform resource locator,1
6383,nete,1
6384,emis like emis komen sih udik banget kayak main facebook,1
6385,allah subhanahu wa taala dungu biadab ajar muhammad cocok cocok penis 9 istri ayat alquran,1
6386,arjuna juang negara muhammad nabi nista bangsa guling perintah,1
6387,sange aaaaaaaaaah memek gatal sayang seruduk kontol retweet sayang ngentot ayo uniform resource locator,1
6388,maki gue monyet mt gue love wkwk uniform resource locator,1
6389,clear islam nusantara agama budaya doang ya bro pengaruh ajar islam by the way langsung bilang kafir ya pe anut acu,1
6398,he tutup congor bau bacot mulu kerja,1
6399,allah subhanahu wa taala sembah sembah muslim koar sombong kuasa sakti nyata dungu biadab,1
6400,kasihan banget anjing,1
6406,tai ngechord capo wkwk,1
6407,cacat on 140 karakter,1
6412,contoh laku iblis kafir sandung peci olah olah orang muslim laku kafir kristen rusak islam muncul stigma negatif hadap islam bantu media ajar,1
6414,allah subhanahu wa taala dungu biadab kaca lukman kasih makan muhammad janji rampas tuhan,1
6419,alay tong kampung,1
6422,keparat orang orang sepe i,1
6424,ejek monyet,1
6428,moga dis najib lindung allah jahat kaum kaum kafir munafik musuh amin ya robi,1
6429,tau duduk bareng keluarga vibe nya orang kaya banget najis,1
6430,nih sompret nikah mulu rayu nya ya,1
6432,cashier indon haha mesti gelak padan makan babi berengsek,1
6434,aduh tagar ganti kalender twit nya international association of athletics federations dasar onta,1
6440,najis banget niat flash sale barang bayar hilang,1
6441,biar sarap nya,1
6443,bunga bangkai masuk ya,1
6447,ahok and bani serbet and wereng coklat pancing umat muslim marah iklan ahok jahat kumpul orang sinting,1
6453,habis ngentot threesome hutan bareng tentara teman kenal hehe pe kali threesome tentara nasional indonesia kekar,1
6456,minyak merek kalajengking racun kalajengking dungu pelihara,1
6460,sih picek nih bilang lucu,1
6461,haha akun peler culun lindung akun fan club,1
6463,kampung adrian nptl,1
6464,modar,1
6466,kalah tank nyata fighter assassin edan rak waras,1
6468,oh bra i kemarin lupa sarap mangkanya sarap,1
6471,aldo tai anjing,1
6487,kayak tai era mas jokowi,1
6489,cebong sih senang senang omong bobot kaya,1
6493,bahasa indon but sial bajing uniform resource locator,1
6494,dik sorbejeh cak macet edan edan baya arema dino minggu timnas kayak lak tukar tiket iya h,1
6498,keparat anjing teroris,1
6499,gila cimahi wkwk najis,1
6500,nih kunyuk ribut kawin anak jokowi iya l pakai,1
6502,uniform resource locator lt unduh bokep video mahasiswi pecah perawan dosen gila ngentot,1
6504,berengsek bentuk kecuali te indih selamat mu sempro moga kaos boneknya manfaat,1
6505,wa awan wawancara ya tuju laaah,1
6506,matanajwadebatjaka a anies sadis topeng buka lebar malam biar warga daerah khusus ibukota nilai kecut,1
6510,cebong kalut,1
6511,dinda pe anyaannya sosial gue,1
6514,aduh aduh gembel larang masuk,1
6524,akun sisa checkout minggu habis anjir belanja nih,1
6525,goblok nih alumni 212 sampah,1
6527,ambang kayak tai jir,1
6528,memek basah nih mas,1
6533,bodoh sial anak anjinggg maju setan sweater mansoura,1
6535,juragan silit,1
6541,hasil sodor prestasi tokoh prestasi ainya muncul aksi jelek jelek lawan kasihan sih manis bego alat syahwat kuasa,1
